x,y,z,category,size
-22.97,41.78,54.07,C,2
91.3,-11.2,-80.41,A,5
-50.94,-3.71,65.6,A,5
41.91,24.18,-17.36,D,4
-98.78,98.55,-36.31,D,1
-89.27,-12.32,1.27,A,2
-30.37,33.81,-75.64,B,5
4.9,89.67,-42.41,A,4
-52.06,41.87,73.42,E,2
91.87,40.33,37.56,C,3
40.89,-33.32,4.08,A,2
-64.26,55.59,84.34,B,2
77.07,-15.8,77.04,C,5
23.0,53.39,-3.23,D,5
-82.85,-79.43,23.74,E,4
65.47,51.05,16.69,A,2
98.3,0.56,-19.91,A,5
32.55,-28.77,-83.03,E,2
81.49,-82.19,30.27,C,3
-92.98,97.68,-63.74,B,5
47.04,-75.5,-45.05,E,4
11.59,73.7,13.9,C,3
98.69,-15.03,-63.11,E,4
83.68,90.03,94.1,A,1
37.34,-87.14,-66.74,B,2
95.15,13.78,-34.48,E,4
21.86,-64.87,11.5,C,3
-52.51,-36.83,-84.75,C,1
-30.75,-36.47,-46.58,A,1
-24.37,-96.34,-9.65,E,2
-39.79,89.92,-15.35,B,4
-66.32,25.19,65.74,B,5
28.24,-97.54,36.52,C,5
58.13,-31.66,-29.9,C,3
-50.96,80.74,93.82,A,1
67.84,20.15,94.41,A,1
-62.67,20.99,95.34,C,4
-13.74,-68.03,-98.48,A,1
-9.86,56.56,-45.37,C,5
-3.55,95.65,70.68,A,1
-37.74,-81.76,-83.98,B,4
46.47,93.04,38.47,A,4
-4.18,-91.19,-87.9,E,1
57.32,-87.97,22.38,C,2
79.35,-83.27,99.91,C,3
-5.11,-94.13,-40.76,C,4
95.3,-67.51,-31.27,C,3
-17.63,7.12,-52.26,C,3
-20.15,-25.72,12.83,D,2
-37.19,81.64,-76.18,A,2
89.49,52.69,-36.92,C,2
93.75,-47.2,-36.28,D,4
-99.69,-85.59,-89.53,C,4
2.47,-62.04,50.23,C,5
-62.61,70.11,-32.86,C,2
48.01,-66.06,67.96,E,4
5.88,29.8,75.68,C,4
25.12,-37.79,-16.93,C,4
-58.77,-64.54,92.23,A,1
34.19,-81.15,83.11,B,4
41.93,1.14,99.07,D,2
96.06,81.34,39.8,E,1
-97.27,2.98,38.18,D,2
53.32,-80.44,26.32,E,4
-63.22,-80.22,-70.26,D,2
80.15,-9.52,-90.66,E,5
-44.62,20.07,-18.02,A,5
3.85,30.25,94.07,B,4
-89.66,-4.97,-13.76,A,1
-46.89,-51.78,27.65,A,3
12.84,-85.28,35.14,E,3
-70.07,-73.66,6.51,E,1
21.5,84.32,60.37,E,1
-98.65,78.05,-73.56,D,3
84.84,-55.15,87.34,C,1
-53.88,49.46,37.8,D,5
25.62,-90.4,57.12,D,5
54.2,-3.45,39.9,A,2
14.38,98.44,-87.1,A,1
40.22,64.22,85.61,B,4
93.05,-45.37,-56.32,D,1
-67.96,57.25,-35.19,E,5
-69.38,-14.63,22.35,E,3
33.32,-26.26,-4.59,B,1
-72.09,54.65,11.52,C,5
35.79,-56.32,-10.05,B,2
78.32,-72.51,82.95,B,2
-52.61,-54.74,18.95,E,5
-21.89,83.83,-86.55,E,2
-97.55,42.71,85.57,C,5
-97.22,-74.95,30.69,C,4
-99.69,-12.24,1.54,A,1
-27.13,-98.03,-52.14,C,5
86.04,71.17,40.21,D,5
-8.02,-19.97,-17.88,C,3
45.64,52.51,52.45,B,1
-68.86,-72.91,-82.2,E,4
52.49,-89.04,-56.78,E,1
-41.49,2.02,0.59,D,4
23.88,-56.04,-67.3,A,1
82.5,8.57,78.23,E,3
59.59,74.07,19.09,A,2
71.6,6.96,54.03,D,3
-27.04,-24.48,-2.46,C,1
-53.01,52.87,49.78,B,1
40.34,82.2,-27.24,D,4
52.96,-69.33,74.53,A,4
59.96,49.49,-77.35,D,4
-20.07,-79.47,5.1,C,4
-1.24,87.14,31.74,B,3
0.27,-82.06,-12.89,C,4
87.39,54.72,15.92,B,2
-84.29,95.19,85.97,C,4
89.0,-45.45,-97.28,E,3
20.56,-91.06,-77.36,C,3
64.87,94.55,62.91,E,4
28.2,17.6,98.57,D,2
-67.8,-48.87,4.85,D,5
87.81,82.07,-80.65,C,4
75.73,95.22,60.08,C,2
-5.36,80.56,78.1,A,5
-69.41,-2.62,-82.73,C,4
58.99,89.53,-98.93,C,5
80.08,-23.03,56.67,D,3
-66.3,-96.72,-3.64,B,5
-7.89,-36.14,-63.91,B,3
-22.59,31.22,19.84,A,4
-53.48,29.37,-84.54,B,2
62.46,-62.19,-30.6,E,3
48.4,-58.94,14.79,B,5
-98.02,-49.29,81.46,C,5
31.99,47.31,-85.59,C,2
-53.89,30.49,11.42,A,5
-83.96,28.19,39.65,D,3
11.4,37.36,35.67,B,2
-10.56,0.19,38.96,E,5
-76.14,-56.46,-50.76,B,4
-63.53,-51.45,44.73,C,1
-64.62,35.58,-64.23,A,2
65.74,31.68,80.99,C,2
57.59,-65.17,-30.24,E,1
-44.88,-92.27,-50.6,B,5
-37.93,92.98,56.31,B,2
62.14,34.86,-69.41,D,3
-87.35,2.73,36.78,D,3
18.28,92.53,-30.81,C,2
40.66,8.08,-79.5,A,2
-37.94,81.55,-14.51,D,4
46.12,-82.67,56.87,E,3
-10.02,1.91,-2.05,E,4
80.62,19.87,-29.89,A,3
-2.39,-74.9,57.37,C,3
81.72,-60.37,18.26,E,4
55.35,91.59,56.66,D,5
5.84,-39.08,-22.69,D,4
99.33,-58.76,84.46,D,5
20.87,-96.02,84.46,C,2
84.15,-29.22,80.63,A,5
-68.54,34.66,64.94,E,4
88.21,25.93,-86.46,B,2
7.91,99.3,-99.46,E,1
74.09,38.29,1.65,D,2
-43.47,-94.53,1.87,C,3
-9.2,84.0,-21.42,C,1
-53.5,-42.02,80.72,C,5
51.53,44.53,-12.44,B,3
-37.79,-45.23,56.52,D,4
35.51,35.19,-74.39,D,4
-52.66,18.86,89.13,A,3
88.74,-15.66,61.43,D,2
1.54,59.82,-20.55,C,4
60.43,-83.21,-21.14,B,5
54.34,-21.93,-46.26,A,5
46.88,-47.89,5.76,A,4
28.83,-56.97,45.27,B,1
58.34,74.04,-31.09,E,4
96.88,64.4,16.56,E,3
-48.67,72.28,11.91,A,5
1.57,20.85,-41.69,C,2
-20.17,37.99,-73.03,A,4
-13.71,-1.75,-14.65,E,1
2.19,-80.45,74.91,E,3
-35.76,-86.38,-38.31,E,4
-64.82,20.02,-21.23,B,4
-31.88,85.46,-0.6,B,5
86.87,7.72,-99.48,B,1
-69.24,-39.53,7.54,A,3
-62.24,42.92,83.65,D,4
73.44,20.87,-29.27,C,4
-61.54,-29.32,-85.9,E,4
-96.75,-50.27,-2.5,B,3
47.11,99.06,-98.02,B,3
-21.55,27.09,-78.35,A,5
-24.89,77.34,-42.69,D,3
-74.48,-63.17,13.08,A,4
-87.44,48.19,-88.82,D,5
99.4,-34.8,-82.66,A,1
60.02,-52.82,20.72,B,5
30.08,30.84,44.11,B,1
89.68,-39.15,-98.53,C,1
-37.74,-71.75,-0.78,B,1
-87.45,28.65,93.68,A,3
45.29,-43.07,74.43,E,3
-65.29,95.43,93.64,C,4
9.21,90.52,-64.27,C,1
30.32,-79.99,-23.73,C,4
-22.88,-64.3,-14.83,C,4
-84.59,-67.32,-75.22,A,1
-29.34,-94.55,-74.67,E,2
-14.81,-59.14,94.24,A,2
-14.0,-49.41,-35.17,E,5
-83.4,67.43,23.55,A,1
58.78,23.53,-1.98,B,4
84.15,-2.76,25.05,C,2
-56.6,-59.31,41.13,C,1
-86.66,1.75,-44.43,A,2
-9.01,-1.32,-17.12,D,1
-69.11,-35.37,3.35,C,5
30.31,78.8,-96.02,D,2
-88.87,96.91,71.1,D,1
51.08,-43.37,13.87,D,5
94.74,64.52,74.39,C,2
67.11,75.51,-0.12,A,1
31.53,-42.45,18.45,A,4
-14.94,-41.95,-25.49,D,3
-69.05,93.47,64.13,B,2
89.67,-26.89,8.98,E,4
-26.93,55.7,80.71,C,4
5.74,57.41,87.66,B,4
-69.87,-15.06,87.57,D,2
-75.11,64.97,-28.18,A,4
-19.5,57.83,-52.96,D,3
6.18,89.4,47.95,C,4
-29.84,86.66,34.95,B,2
64.03,18.63,-29.95,E,1
-95.55,-21.42,-9.74,E,3
81.57,58.05,17.32,E,4
73.69,-80.81,-39.94,C,3
-35.29,-67.89,82.43,D,3
59.02,-79.63,16.87,D,4
-5.83,-89.75,72.16,A,4
-30.59,86.41,93.92,A,4
-2.01,64.85,19.23,D,5
-61.3,2.18,-8.39,B,3
64.46,48.83,-31.38,B,4
-11.69,-57.38,-1.43,C,4
-78.35,52.04,60.98,C,3
98.87,-27.15,20.11,A,1
-0.7,2.68,-5.69,D,1
6.31,86.61,17.68,C,3
-5.68,-40.03,-58.08,C,1
-70.64,41.64,2.38,B,2
41.02,21.05,-96.77,A,3
-14.29,-32.83,39.28,A,1
-65.24,93.44,55.49,A,2
-68.99,34.58,39.48,B,2
-98.98,-28.5,-74.89,C,5
-79.79,-69.58,85.06,C,5
50.89,94.72,-32.72,E,3
68.36,-6.36,-1.11,A,4
-28.01,96.61,22.1,A,4
53.91,75.39,-28.73,E,1
49.39,-16.9,-94.96,A,4
87.63,67.95,-71.84,B,2
-31.51,72.05,-35.53,E,2
-78.9,6.52,-69.63,D,3
42.17,60.97,63.08,E,3
-92.78,-6.07,11.63,B,3
46.81,76.66,64.12,E,2
-92.11,24.76,17.53,C,5
72.92,-47.22,-60.79,B,1
-72.61,71.17,60.88,D,2
19.85,-17.97,-40.24,E,4
-68.76,-87.78,-80.25,B,4
-17.15,-78.95,-22.26,C,5
-3.95,59.23,90.16,D,1
-74.62,23.88,20.57,D,5
-75.44,-12.03,96.32,A,2
34.73,-61.57,-21.17,D,2
0.11,-37.36,42.14,B,2
38.56,1.04,73.75,C,4
58.11,39.84,-38.73,C,4
9.4,34.5,87.81,A,3
-24.07,36.45,43.15,E,5
34.1,-38.5,11.46,C,2
-60.9,36.71,-42.85,C,4
65.06,-5.79,89.11,D,2
-85.92,-3.03,80.94,E,4
25.41,81.03,-2.14,D,2
-88.81,-52.06,-89.66,A,5
-95.22,33.16,0.33,B,1
45.81,31.93,44.94,E,3
-41.29,49.18,78.55,D,3
-61.84,61.46,-99.27,B,5
-1.31,86.73,-80.99,A,1
61.07,95.38,-94.33,A,1
-16.0,-20.6,-2.73,A,1
97.51,-52.65,64.94,D,1
95.57,-52.13,76.5,E,1
75.37,33.12,-76.52,C,1
-89.72,-13.15,61.96,E,5
-53.39,56.1,-60.01,A,4
-0.6,34.23,-47.55,D,2
-45.85,-43.69,9.34,E,2
56.14,44.39,33.35,C,3
-44.7,-7.07,93.33,B,1
-35.68,73.16,15.42,D,2
-63.63,-77.82,73.31,A,2
-68.9,-88.5,59.87,C,5
90.3,26.14,-31.57,B,2
-92.38,-10.75,-60.62,D,4
-72.46,59.97,33.02,D,2
-64.85,10.54,76.2,C,1
43.07,7.02,95.61,A,3
29.54,-23.68,-22.14,B,1
77.59,-55.26,72.47,E,2
-81.41,30.49,-99.1,A,4
72.21,-58.52,98.94,E,1
94.13,6.89,-63.57,C,3
-73.85,-62.86,-53.88,E,3
-24.91,-19.88,23.45,A,1
-28.0,62.83,92.74,D,5
-88.07,32.74,94.51,A,4
-35.39,-69.96,36.06,B,4
-82.25,55.58,-92.19,A,2
-78.93,-87.21,-4.67,E,2
-44.72,22.56,-41.28,D,3
85.9,75.33,29.06,B,5
-23.82,-77.05,-99.47,B,3
-0.81,45.28,99.72,B,3
-37.41,-12.94,95.72,E,4
-93.76,98.34,14.65,C,5
-75.64,73.47,-52.15,D,2
22.83,65.05,-93.77,C,5
9.92,-26.26,-81.84,E,1
11.3,-84.54,92.66,C,2
-66.57,-89.71,76.54,D,2
94.95,-7.35,60.15,D,5
43.34,-52.95,54.33,A,3
34.09,78.89,87.9,E,4
0.1,-22.11,46.01,E,3
96.33,59.7,-90.06,C,3
75.66,-58.68,-7.01,E,3
32.79,10.16,-88.47,A,1
-8.03,-11.73,89.58,D,4
13.31,86.99,18.24,E,3
95.03,11.79,29.91,E,3
80.22,89.56,72.04,A,5
-15.58,62.0,22.87,D,3
-69.49,-48.06,-72.08,B,5
-35.24,-21.22,-39.04,A,4
-76.45,82.67,-24.96,C,2
-19.34,-86.39,-49.23,E,3
91.37,-63.92,-1.49,C,4
-92.64,11.13,55.91,C,3
0.55,20.7,-36.29,B,3
8.34,87.14,22.9,C,2
72.77,22.84,20.96,E,1
-74.18,-82.95,-90.15,E,3
32.22,33.04,70.97,D,1
-71.56,-78.22,13.8,B,3
-88.47,56.04,-32.71,B,5
-21.79,98.93,60.64,E,1
-45.27,-77.93,-66.46,E,3
31.42,51.81,-52.98,B,1
12.22,-47.96,-52.45,A,2
-94.03,-71.02,74.96,A,1
6.88,-25.65,97.2,A,1
93.16,-84.84,26.03,A,3
64.34,-70.96,-88.84,C,4
-46.81,50.68,-2.44,D,2
-36.29,-8.75,-28.72,B,3
15.95,79.87,-16.1,C,1
6.67,61.21,-49.48,E,4
-83.45,-76.81,81.33,B,1
-33.56,5.75,95.65,A,5
57.51,50.56,-42.19,D,4
-47.8,33.77,14.56,B,5
-75.94,21.25,-22.89,E,2
-31.99,-43.67,87.56,A,4
-53.98,-66.52,-86.07,E,5
-16.14,67.54,22.79,C,3
-91.04,71.15,80.62,C,1
-28.55,77.56,80.25,A,5
78.3,67.99,-32.23,D,1
59.51,-22.62,94.79,E,4
-38.96,-38.72,-82.68,B,5
-61.12,-4.98,-21.33,B,2
29.49,54.5,-65.54,E,5
-46.65,74.03,-72.29,B,4
-19.28,22.83,-45.36,D,5
-26.37,93.09,43.32,A,1
51.66,51.73,92.12,A,2
-52.7,-77.76,24.47,E,4
-68.85,-46.39,-17.57,A,5
-70.49,44.03,49.97,C,2
-22.2,13.38,42.1,A,3
82.24,-94.28,48.33,B,3
48.61,-67.15,-20.08,A,4
-62.58,73.89,-38.18,E,5
-21.7,78.1,14.47,A,3
22.21,87.83,-18.33,E,2
-69.46,45.2,20.39,A,5
41.98,-23.56,98.34,C,5
99.48,13.74,-32.1,A,4
-57.04,-19.4,4.18,B,5
1.36,-16.52,-67.44,A,3
-73.12,32.19,78.81,A,4
45.67,-81.46,58.61,B,4
-78.94,-48.48,-14.85,C,3
-80.15,-49.57,31.64,D,4
73.81,-30.2,-37.28,B,3
95.88,38.15,-48.05,D,2
-53.49,49.41,15.61,E,5
45.6,70.42,26.51,A,3
79.19,-97.05,-5.94,E,5
-34.91,-85.29,-45.95,D,2
-84.62,68.04,-44.49,E,4
-73.0,-80.91,68.89,E,2
45.75,-43.26,75.69,C,2
-29.59,23.32,40.95,B,3
-0.56,-88.68,50.43,D,1
-86.51,-64.54,-3.63,A,1
-92.93,62.72,-17.02,C,5
77.77,82.65,-75.71,E,2
-18.68,-0.82,53.2,A,2
-23.86,83.83,-37.6,A,4
62.27,12.46,-84.73,B,2
-70.88,-6.63,81.84,B,1
23.16,29.35,-89.93,E,4
-28.08,-39.97,-58.52,E,1
4.79,43.94,34.01,E,3
78.55,33.28,41.47,A,3
-33.21,88.83,74.4,B,3
-60.51,85.6,89.04,C,4
-10.89,-6.6,64.2,C,2
-12.84,38.72,-6.62,C,3
-10.07,-86.35,35.55,D,1
65.51,-49.16,87.33,D,4
-66.97,13.91,-67.52,A,3
-76.43,13.66,-16.49,E,2
-50.68,-83.83,-72.71,B,1
11.89,85.02,-26.28,E,4
-47.87,-68.97,38.56,E,5
-71.62,92.71,23.79,E,4
32.4,-14.6,96.34,A,2
-78.52,-51.78,-80.24,E,2
-70.0,94.3,91.72,B,3
35.24,-34.56,6.43,D,3
24.34,-79.83,67.51,D,2
-94.22,-10.67,50.14,E,5
28.72,-58.63,-51.44,E,2
9.39,-80.71,-84.15,B,3
-74.47,-31.36,-74.65,E,5
-4.4,36.65,22.12,E,2
-84.8,95.52,21.81,E,3
-81.67,75.12,48.71,B,5
-47.41,98.09,16.84,C,1
-6.04,31.51,7.02,E,5
-88.31,88.82,-48.72,A,2
69.13,-87.73,54.79,E,2
35.99,75.23,-38.13,C,1
-71.5,-87.53,80.25,A,5
-67.12,36.02,58.28,B,2
-42.76,-56.96,-85.23,B,2
86.5,-42.98,24.08,C,1
-52.91,-47.78,-38.44,B,5
80.52,-57.86,96.28,A,2
59.7,-89.5,-40.22,B,2
-76.7,-62.23,27.72,D,2
-65.46,88.95,65.81,C,1
-63.7,-27.0,68.71,C,1
-74.69,63.94,91.92,E,5
-99.0,-65.31,48.2,B,2
-93.99,-91.62,74.3,C,5
-63.75,-96.24,92.92,D,3
68.53,29.82,-41.8,D,2
-58.42,88.6,-9.73,D,4
-65.17,-65.48,-36.04,C,3
71.39,76.77,-31.95,E,2
27.47,-21.67,28.56,C,1
81.33,33.29,-52.22,D,2
74.78,83.04,1.0,E,4
81.83,-16.26,18.75,D,4
-60.58,-69.46,-72.16,B,4
51.44,54.52,86.3,B,4
28.41,24.78,-75.89,C,1
-10.28,-79.3,-65.37,D,3
50.66,79.14,-42.2,D,1
40.99,81.98,99.02,E,1
-64.24,82.97,-72.25,A,2
-99.69,-92.51,0.61,E,5
3.69,63.27,-85.07,A,3
25.1,-29.69,-66.41,D,4
-31.06,95.86,91.59,A,4
68.8,-92.49,99.09,B,5
60.31,78.64,-39.37,A,5
10.23,-77.28,-37.18,D,3
59.37,-4.27,88.79,A,4
-72.55,12.29,71.63,B,2
-73.61,-32.06,27.29,D,2
-30.35,84.58,-56.46,E,4
-26.47,18.2,-43.66,A,4
51.1,-18.97,17.75,B,2
26.11,-16.69,-56.76,D,2
70.98,80.14,-42.84,A,4
-39.5,-84.55,64.93,A,3
-25.02,-2.37,-89.64,A,5
13.64,-58.68,85.26,E,2
53.35,10.75,-33.46,A,4
16.68,90.97,8.85,B,5
25.05,77.8,-65.26,B,2
-81.66,-51.57,-49.26,A,5
-98.04,-80.94,-2.92,E,2
44.99,-98.63,-26.08,B,4
-48.0,31.39,12.46,B,1
-63.59,-14.95,-13.55,D,1
97.29,-73.82,22.95,E,1
-92.58,-73.45,-92.15,A,4
-47.98,2.78,-86.15,A,3
-1.47,8.92,57.77,A,1
-84.05,-5.07,1.5,D,5
-41.86,47.61,-32.25,A,5
-7.13,7.32,65.12,B,4
-86.92,24.29,74.43,A,5
22.2,31.43,68.4,D,4
11.5,22.4,25.49,A,4
-40.46,-42.3,67.48,C,2
17.49,45.54,-77.14,C,2
-38.72,48.27,87.71,A,1
88.54,-1.92,-0.15,B,1
-42.56,8.23,-78.23,A,3
-34.33,40.82,-37.15,C,1
-60.05,30.02,47.48,C,5
-79.96,-65.81,-78.14,D,4
65.24,-6.29,-73.9,A,1
11.61,15.24,40.32,D,1
-34.93,47.9,52.74,E,2
44.77,84.48,16.47,C,1
49.03,-78.3,-31.21,B,3
97.72,23.53,45.36,C,3
-93.94,-5.53,63.68,E,1
14.79,-12.61,96.65,C,4
-89.57,69.35,-49.5,E,1
11.87,80.68,-41.31,A,2
-44.94,-45.33,-38.82,B,5
7.36,82.68,39.14,C,5
-50.21,64.97,-64.66,B,5
-13.03,14.19,-98.24,D,5
-24.85,6.18,90.59,B,4
-97.91,-10.12,-21.67,A,4
9.3,-32.92,-10.96,D,3
39.62,87.39,-86.35,D,5
-10.39,-19.74,14.34,D,2
73.9,90.75,-71.95,D,2
-98.39,-47.23,-99.31,D,4
42.06,-59.89,52.76,C,2
-28.18,63.59,51.35,A,2
6.21,-8.51,92.19,C,1
22.86,-1.46,-41.64,B,5
87.35,92.47,7.34,E,2
-25.05,-99.98,-62.84,B,4
9.32,-4.0,-99.46,A,5
16.89,25.82,73.36,D,1
61.5,-61.14,3.15,D,4
-15.46,-27.64,-17.39,E,4
-19.38,-6.69,-62.46,B,3
96.72,30.12,54.12,E,3
-21.9,-46.55,-93.57,C,3
21.83,-52.38,13.38,D,2
83.01,50.68,-11.26,C,1
-51.45,-17.48,80.58,E,5
-93.06,-52.06,-63.07,C,5
-69.62,69.14,97.84,D,3
-74.71,41.38,34.25,A,4
-46.42,-66.83,-27.95,B,3
-17.37,-32.84,-24.03,E,2
-69.95,-9.95,44.38,E,2
-44.72,-27.87,-22.61,A,2
-26.4,-60.96,-14.27,C,2
42.61,-49.0,-66.7,A,3
-72.62,-8.06,67.67,B,4
51.21,53.81,54.49,E,2
-86.81,-62.7,58.04,B,1
-95.08,74.03,71.01,B,2
43.25,-6.1,75.89,D,3
-77.83,78.55,-84.59,D,4
35.89,6.35,-13.66,D,3
-10.81,-13.34,-96.09,D,1
-55.71,79.23,-0.88,E,4
-58.05,-44.43,14.72,A,4
-89.51,-29.52,72.41,D,2
34.64,-15.84,66.56,B,1
-34.47,-26.0,-25.68,D,4
-70.03,65.88,-43.3,C,1
-76.38,-1.25,69.86,C,4
57.02,-13.77,-11.98,C,3
-8.48,-47.44,-25.64,E,5
-90.14,-39.46,-61.39,C,1
8.94,-68.07,-51.25,E,3
-89.24,-56.73,-36.2,E,3
68.39,7.64,94.75,D,3
-29.44,-23.79,-48.12,B,5
-45.07,-7.69,-68.8,A,2
72.32,12.68,-18.17,C,2
-75.05,46.54,95.15,D,5
-93.28,75.54,-96.34,D,5
-82.88,-30.07,-12.76,B,1
-85.04,75.58,36.8,B,1
26.73,80.47,37.52,A,3
-42.15,71.4,21.85,A,4
-94.17,-43.81,80.43,E,1
48.79,45.53,-4.69,D,3
13.08,43.44,-94.51,D,3
-87.04,89.17,-15.38,D,1
-42.72,59.17,36.6,A,4
-85.5,-11.29,9.9,E,1
64.0,91.57,23.09,B,5
60.8,-11.13,-79.51,E,4
21.55,-25.93,-48.42,B,3
81.32,-42.0,-48.61,E,5
42.02,-47.17,-59.84,E,1
-11.57,-37.14,-61.93,D,4
-61.43,-63.18,45.49,B,4
-53.95,-66.12,38.79,D,3
-49.68,66.95,-53.58,A,3
-81.86,-28.62,18.85,E,4
-67.54,-79.1,85.78,B,3
31.98,83.07,57.96,E,5
-24.62,60.97,-83.48,D,4
-19.94,-15.68,76.91,E,2
-30.51,-56.71,17.36,E,3
-87.59,-7.66,47.97,B,4
12.62,-47.82,65.35,C,1
-30.03,-78.67,-40.4,C,4
66.02,4.56,40.33,A,4
66.98,38.71,-45.51,C,4
41.13,95.31,51.05,B,2
62.58,69.84,73.64,E,1
7.93,-75.18,-27.62,A,4
-91.88,87.53,87.97,A,2
58.94,-23.43,84.49,D,4
45.25,91.96,5.71,E,1
-50.23,28.61,1.3,A,4
-55.0,31.2,23.55,D,2
-49.36,50.22,-62.59,D,2
14.03,63.86,35.17,E,1
56.15,9.47,-46.64,C,3
-65.44,-97.7,59.98,E,3
38.13,-28.67,2.59,E,1
-39.67,-34.32,26.38,B,4
-66.69,-22.86,92.21,A,5
10.14,-68.31,-45.55,C,1
28.31,-66.38,-41.37,A,2
-21.09,-22.93,-76.05,E,1
58.22,-71.05,21.62,A,3
-22.84,-8.05,49.84,E,1
70.93,-73.55,-83.02,A,4
35.99,-25.47,-90.18,A,4
-25.78,-98.36,14.53,A,2
-60.57,20.66,66.38,C,1
18.46,71.4,11.2,C,3
-84.33,-24.08,3.82,D,1
26.85,-6.85,-99.64,C,2
-22.56,74.45,42.01,C,4
-58.36,82.84,-57.94,C,3
-72.41,-51.19,-13.02,A,1
-23.4,47.53,-39.06,B,2
41.51,-84.2,82.27,C,2
55.71,-94.89,27.17,C,3
49.4,14.84,45.49,B,3
97.08,-36.67,-25.6,C,4
-76.2,-41.63,29.57,B,5
-89.86,-76.27,-25.59,A,2
7.94,26.76,44.55,E,4
-88.09,-24.73,48.85,D,1
-48.95,5.03,98.93,B,2
-96.68,26.2,-81.63,A,5
-55.79,-37.7,-41.43,C,3
81.45,-84.19,-23.8,A,2
-16.42,28.81,-34.75,E,2
24.23,14.99,46.28,A,1
-20.27,30.71,-22.95,E,4
-53.93,-51.54,-31.53,E,2
-30.67,-6.54,33.76,D,2
-37.54,86.62,95.75,E,3
-59.08,-92.51,-53.31,A,2
-1.45,49.53,56.96,C,2
85.55,67.1,-55.76,B,2
89.64,57.71,-17.76,E,3
-81.46,-3.35,7.65,C,5
59.82,27.65,-23.5,C,3
-53.93,-93.36,-49.54,C,5
7.9,-50.05,90.22,E,2
67.63,64.78,79.08,B,2
-77.77,-71.59,-16.55,A,5
-37.6,90.82,59.18,D,1
-18.6,-53.55,95.17,D,4
-31.93,27.09,-30.61,D,1
-95.08,-36.82,-49.55,A,4
37.63,33.53,-16.6,C,4
22.28,-0.06,84.31,C,4
94.88,85.01,7.94,E,5
50.91,39.83,69.1,C,4
34.09,47.74,8.65,A,2
21.4,-15.29,-49.98,D,3
76.29,-46.64,56.61,D,2
-49.52,68.62,96.45,E,1
-37.9,-85.33,51.76,B,2
-3.38,66.06,-14.76,E,4
11.71,39.28,-5.06,C,5
34.67,-32.79,15.4,D,5
73.09,23.95,78.47,E,2
-18.93,-33.43,90.55,A,5
-60.14,-85.32,67.61,A,1
-97.94,-63.13,-33.95,D,1
53.01,3.54,-97.67,A,1
28.04,43.94,78.15,D,4
48.42,96.9,-6.77,E,3
25.93,19.68,-13.85,C,4
76.33,48.18,35.12,E,4
38.19,-57.32,71.51,E,4
6.09,70.57,22.1,B,2
-68.79,-99.83,-77.79,E,1
8.12,85.3,-62.14,D,3
65.5,67.56,-55.42,D,1
-88.62,51.88,0.01,B,1
-65.32,72.61,64.81,B,5
-59.73,-11.47,-45.24,A,3
-21.77,-27.3,-37.49,E,5
37.45,77.98,44.6,A,2
-0.36,51.42,-20.29,E,3
-81.11,73.75,-26.38,A,5
-85.99,2.89,29.15,C,1
36.73,-12.8,-69.13,E,3
41.3,-81.69,31.55,D,5
-46.1,42.23,-12.88,B,4
38.15,41.09,12.07,D,2
-33.98,-52.34,-66.56,E,2
-76.36,1.76,11.67,E,1
19.25,59.81,-6.19,B,5
17.63,66.86,64.86,B,4
-26.8,-4.21,-28.54,D,4
-12.01,-34.23,-31.53,B,2
68.18,73.25,-72.2,A,2
22.44,38.37,38.73,B,3
-37.33,0.92,34.78,D,3
70.15,74.54,52.68,D,3
-57.08,13.3,-79.25,A,5
-69.86,30.11,87.83,C,5
-12.3,13.91,-71.46,D,5
-95.92,38.25,31.3,C,1
14.83,-20.55,69.82,A,1
-85.01,63.24,74.45,D,3
-4.34,85.61,-11.82,D,4
54.54,-35.27,30.42,D,4
-65.02,41.81,5.08,D,1
46.28,15.59,19.71,A,4
66.87,-10.0,-49.16,B,4
10.46,6.7,-62.55,E,1
89.71,-54.33,-33.08,D,5
57.97,-82.89,21.07,A,3
94.69,-62.51,-2.26,B,4
-75.3,-42.4,-33.22,A,2
93.23,20.81,23.85,D,2
61.27,52.67,-44.54,B,5
81.97,3.7,-99.32,A,4
-80.46,82.49,-39.28,E,4
-73.94,33.96,25.59,D,4
93.86,59.97,-63.88,C,5
-8.84,-25.65,-62.43,A,1
-46.78,41.4,30.95,E,2
0.91,-51.07,99.01,C,1
1.89,37.78,98.37,D,2
40.58,-57.32,94.3,B,5
9.16,70.7,-61.51,B,1
59.5,-24.52,-9.11,C,5
51.45,-18.39,-29.48,B,1
-38.97,53.26,-15.8,A,4
88.91,-85.77,-22.41,C,5
-13.67,15.06,-87.44,E,5
-59.5,-98.95,-44.29,D,4
-33.53,98.08,-7.54,D,3
-82.39,55.88,-93.76,D,5
-44.11,-45.6,58.79,A,1
19.74,-72.47,-44.7,D,1
35.86,-31.38,-92.26,D,1
49.34,-34.65,32.83,D,2
-77.87,32.09,28.24,C,5
84.3,-40.7,-12.34,C,1
-30.15,80.88,-69.9,A,5
96.15,-42.64,93.95,E,4
-85.74,-89.9,67.58,D,5
92.66,-79.41,54.6,A,4
34.6,67.86,-40.31,A,5
8.11,-51.3,-13.64,E,5
70.09,-13.86,70.01,D,5
-2.22,-80.89,23.28,A,1
27.29,-4.51,93.3,C,4
